,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
652,Mainframe OS Analyst #148663,-1,"The mainframe systems are critical part of Credit Suisse’s core business processing. The Mainframe systems are the core platform for the back office trading applications. Mainframe applications support the clearing and settlement of trades and provide many other applications that are vital to the Investment Bank business for Credit Suisse. In this role, the applicant will support the OS and Hardware functions. The position requires the individual to also contribute to the functional deployment and improvement of products and services. Day to day, the role involves:
Control-M install and JES management.
Own product and platform issues and drive incidents to closure.
Compliance with audit and IT risk controls.
Drive engineering and architecture solutions for Mainframe & balance upkeep of over 80 platform products.
Hardware support and configuration.
Handle DR recoveries and maintain DR documentation.
Mainframe Network Management.
Handle Performance and efficiency for the Mainframe.
Handle Z/OS upgrades and maintenance cycles & Capacity Management and reporting.
Collaborate with Storage and Database teams & drive platform efficiencies.
Equivalent experience of SAS, MICS and MXG required.
Outstanding understanding of mainframe architecture and Z/OS
Experience with SMPE and OEM vendor product installs
Knowledge of mainframe hardware and HCD & highly developed debugging skills.
Excellent written and verbal communication skills.
Proficient with Mainframe Networks and products
Experience with Performance and Capacity planning
Good interpersonal skills and project management
ACF2, Control-M, GDPS, XRC, Sysplex, MQ support experience
Equivalent experience with CICS support is a plus!
Equivalent work experience with distributed computing will be a plus!",3.7,"Credit Suisse
3.7","Raleigh, NC","ZÜRICH, Switzerland",10000+ employees,1856,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"UBS, J.P. Morgan, Goldman Sachs"
653,Business Analyst,-1,"Business Analyst
Duration: 3 Months+
Location: Raleigh NC 5515


Description:
Serves as a liaison between the business community and the IT organization in the analysis, profiling, documentation and management of requirements throughout the life of the technical solution project to meet user needs and support product marketing needs.
Possesses expertise in the business unit(s) they support, as well as, an understanding of the IT organizations systems and capabilities.
Analyzes business partners operations to understand their strengths and weaknesses to determine opportunities to automate processes and functions.
Assists with process modeling to clarify business and marketing requirements, and to enhance or re-engineer business processes, prior to, or in parallel with, solution design and implementation of new technology.
Translates high level business requirements into functional specifications for the IT organization and manages changes to such specifications.
Authors and enters requirements/user stories into a requirements management tool, such as Top Team and Jira.
Educates the IT organization on the direction of the business. Collaborates with developers and other analysts to ensure adherence to business requirements and customer needs.
Assists the development lead and test manager in reviewing SVT test cases to ensure that the system test cases created for the project adequately cover all user requirements and specifications from a business user perspective.
egotiates agreements and commitments by facilitating communication between business unit(s) and IT from initial requirements to final implementation. Possesses an understanding of technological trends and uses this knowledge to bring solutions to business units supported to enhance the enterprises competitive edge. May make recommendations for buy vs. build decision.

Dimensions

Education:
Bachelor’s Degree in Computer Science, Information Systems, Business Administration, or other related field. Working towards or holding applicable industry accreditation or certification; or equivalent combination of education, training and experience.

Experience:
Typically has 3 to 5 years of relevant technical or business work experience working in an agile environment.
Experience with CMMI Level III, ITIL, Business Process Modeling, Storyboarding/JAD methodologies as well as experience with clinical trials and/or clinical data is highly desirable.

Required Knowledge, Skills, and Abilities:
Strong knowledge of Software Development Life Cycles (SDLC) and agile lifecycle methodologies and the role of Business Analysis with the SDLC.
Ability to guide the user in identifying business and data requirements with minimally 3 years proven experience in requirements elicitation, analysis, specification, and verification, and the ability to apply them in practice.
Critical thinking abilities to take complex, ambiguous, abstract requirements and break them into smaller components, patterns, views and features.

Complexity:
Intermediate professional level role. Works with business partners within one business function to align technology solutions with business strategies. Demonstrates an informed knowledge of a business area to resolve problems on an ongoing business.
Supports several moderately complex business processes. Works on multiple projects as a project team member, occasionally as a project leader. May coach more junior staff.

hanks and Regards,
Deepak
APN Software Services, Inc
39899 Balentine Drive, Suite 385, Newark, CA 94560
Phone: 510 870 1008 Fax 510-623-5055
deepak@apninc.com
apninc.deepak@gmail.com",4.1,"APN Software Services Inc.
4.1","Raleigh, NC","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
654,System Analyst,-1,"Title:
MAR - System Analyst
Department:
Government Posts
Posted:
3/1/2020 Type:
Office of the Government Chief Information Officer
Start
Date: 3/1/2020 Compensation:
Location:
Cyberport Reference
#: CSA221291:16032018
Description:
To handle helpdesk cases and monitor the daily operations of the helpdesks for GovHK / MyGovHK
To assist in managing the rollout schedule of online services of Bureaux/Departments (B/Ds) with MyGovHK
To coordinate project activities
To provide secretariat support to Helpdesk Review Meetings and Progress Review Meetings for service rollout
Skills:
Higher Diploma/Degree holder in Computer Science or equivalent
At least 4 years of relevant post-qualification working experience
At least 1 year of working experience as a System Analyst
Solid experience in helpdesk operations and online service rollout;
Solid experience in programme / project management of large scale web-based related project/service with at least 300 000 active users
Solid experience in different aspects of system implementation, including preparation of requirement specification, management of system development, outsourcing, management of system development and maintenance support
Strong communication, interpersonal, analytical and problem-solving skills; and
Strong communication skill in written English.
The job requires the following mandatory skills:
2 Years x Electronic Service Delivery
2 Years x Web Hosting, Design and Maintenance
2 Years x Experience in Customer Relations
2 Years x Helpdesk Call Handling Technique
2 Years x IT Service/ Outsourcing Management
Notes:
Contact Information:
If interested for the above position, please send detailed resume with academic information, work experience, current & expected salary via: recruit@clts.com

The personal information is collected strictly for recruitment purpose only.",4.0,"CL Technical Services
4.0","North Point, NC","North Point, Hong Kong",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
655,System Analyst,-1,"Job Description
Total 8+ years of experience in the IT industry
Good system analysis skill and document the analysis
Knowledge in Mainframe Technology.
Able to look at the different database and do data mapping for migration
Knowledge in Agile Methodology
Good communication and team player",3.6,"CodeForce 360
3.6","Raleigh, NC","Alpharetta, GA",51 to 200 employees,2010,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
656,Intelligence Analyst,-1,"35F Intelligence Analyst - Burlington, NC - Army National Guard - Job Details

Job Seeker
Learn More
Log In
Register
Jobs by Location
Employer
Learn More
Log In
Register
Media Kit
Pricing
Log In Job SeekerEmployer

Log In: Forgot Password?

New search | Similar jobs | All Army National Guard Jobs
35F Intelligence Analyst - Part Time

Army National Guard - Burlington, NC

Posted on 02/07/20 (Ref: NCKX2AMpUx)

AGE REQUIREMENTS: Must be between the ages of 17 and 35On the battlefield, success depends on accurate and timely intel. As an Army National Guard Intelligence Analyst, you will play a key role in the interpretation and exploitation of information gathered from or about the enemy. Intelligence Analysts provide Guard personnel with information about enemy forces and potential battle areas, and use information derived from all intelligence disciplines to determine changes in enemy capabilities, vulnerabilities, and probable courses of action.

Specific duties of the Intelligence Analyst may include: preparation of all-source intelligence products; providing Intelligence, Surveillance, and Reconnaissance (ISR) Synchronization support; processing incoming reports and messages; determining the significance and reliability of incoming information; establishing and maintaining systematic, cross-reference intelligence records and files; integrating incoming information with current intelligence holdings; and the preparation and maintenance of graphics.

Job Duties
Prepare all-source intelligence products to support the combat commander
Assess the significance and reliability of incoming information with current intelligence
Establish and maintain systematic, cross-reference intelligence records and files
Some of the Skills You'll Learn
Critical thinking
Preparing maps, charts, and intelligence reports
Military symbology
Helpful Skills
Interest in reading maps and charts
Gathering and analyzing information
Through your training, you will develop the skills and experience to enjoy a civilian career with Federal Government agencies, such as the Central Intelligence Agency or the National Security Agency.

Earn While You Learn
Instead of paying to learn these skills, get paid to learn. In the Army National Guard, you will learn these valuable job skills while earning a regular paycheck and qualifying for tuition assistance.

Job training for an Intelligence Analyst consists of 10 weeks of Basic Training, where you'll learn basic Soldiering skills, and 13 weeks of Advanced Individual Training (AIT) and on-the-job instruction, including practice in intelligence gathering. Part of this time is spent in the classroom and part in the field.

Benefits/Requirements
Benefits

Paid training
A monthly paycheck
Montgomery GI Bill
Federal and State tuition assistance
Retirement benefits for part-time service
Low-cost life insurance (up to $400,000 in coverage)
401(k)-type savings plan
Student Loan Repayment Program (up to $50,000, for existing loans)
Health care benefits available
VA home loans
Bonuses, if applicable
Most non-prior service candidates will earn between $200 and $250 per drill weekend, subject to change
Requirements
Military enlistment in the Army National Guard
Must be at least a junior in high school, or have a high school diploma or a GED certificate
Must be between the ages of 17 and 35
Must be able to pass a physical exam and meet legal and moral standards
Must meet citizenship requirements (see for details)

Requires military enlistment. Programs and benefits are subject to change. Ask your Army National Guard recruiter for the most up-to-date information. Actual MOS assignment may depend on MOS availability.

This position may qualify for a bonus, ask your National Guard recruiter for the most up-to-date information.

Please mention you saw this job on
share this job:

Job Seeker
Log In
Sign Up
Jobs by Location
Employer
Log In
Sign Up
Media Kit
Pricing
Company
Terms
Press and News
Contact Us

Follow us on:

2000-2020 All Rights Reserved",3.8,"Army National Guard
3.8","Burlington, NC","Fort Worth, TX",201 to 500 employees,-1,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1
657,Intelligence Analyst,-1,"Intelligence Analyst

(35F)

Enlisted
Officer

Active Duty
Army Reserve
National Guard
Entry Level

Overview


The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence. They are integral to providing Army personnel with information about enemy forces and potential battle areas.

Job Duties
Prepare all-source intelligence products to support the combat commander
Assess the significance and reliability of incoming information with current intelligence
Establish and maintain systematic, cross-reference intelligence records and files
Requirements


Those who want to serve must first take the Armed Services Vocational Aptitude Battery, a series of tests that helps you better understand your strengths and identify which Army jobs are best for you.

Training


Job training for an intelligence analyst requires 10 weeks of Basic Combat Training and 16 weeks of Advanced Individual Training with on-the-job instruction. Part of this time is spent in the classroom and in the field.

Some of the skills you’ll learn are:
Critical thinking
Preparing maps, charts and intelligence reports
Military symbology
Using computer systems
Helpful Skills
Interest in reading maps and charts
Gathering information and studying its meaning
Ability to think, speak and write clearly
Required ASVAB Score(s)
Skilled Technical (ST): 101

Learn more about the ASVAB and see what jobs you could qualify for.

Compensation


Total compensation includes housing, medical, food, special pay, and vacation time. Learn more about total compensation.

Earn Cash For In Demand Jobs


You could earn up to $40,000 in cash bonuses just for enlisting under certain Military Occupational Specialties. Visit Jobs in Demand to see if this job qualifies for an enlistment bonus.

Education Benefits


In the Army, qualified students can earn full-tuition, merit-based scholarships, allowances for books and fees, plus an annual stipend for living expenses. Learn more about education benefits.

Future Civilian Careers


The skills you learn will help prepare you for a career in research, business planning and even government agencies such as the Central Intelligence Agency.

PARTNERSHIP FOR YOUTH SUCCESS (PaYS) Program


Those interested in this job may be eligible for civilian employment, after the Army, by enrolling in the Army PaYS program. The PaYS program is a recruitment option that guarantees a job interview with military friendly employers that are looking for experienced and trained Veterans to join their organization. Find out more about the Army PaYS Program at http://www.armypays.com.
AAI CORPORATION
CONCURRENT TECHNOLOGIES
GENERAL DYNAMICS LAND SYSTEMS
LOCKHEED MARTIN
URS",4.0,"U.S. Army Reserve
4.0","Fort Bragg, NC","Fort Bragg, NC",5001 to 10000 employees,1908,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
658,Helpdesk Analyst,-1,"Classification: Contract
Contract Length: 12-months
Job ID: 12833434

At CereCore, our heart for healthcare is interconnected with our knowledge of technical solutions, creating a vital link that ultimately drives the delivery of high-quality care. CereCore is a wholly-owned subsidiary of Hospital Corporation of America (HCA) Healthcare.

CereCore is seeking a Service Desk Analyst to join our team in Asheville, NC. This individual will work on-site at one of the nation's leading providers of healthcare services, HCA Healthcare.

Responsibilities:
Manage customer support calls in accordance with performance expectations (ASA, Abandon Rate, Agent Utilization, etc.).
Utilize excellent customer service skills (soft skills) and technical proficiencies (technical skills) to bring about expedient incident resolution or request fulfillment.
Leverage strong troubleshooting skills.
Proficiently use remote control tools and verbal acumen to guide users through the troubleshooting and resolution process.
Monitor a ticket queue to ensure new issues are reviewed, assigned and worked within established timeframes.
Possess the ability to review and prioritize incidents and requests according to severity.
Ensure tickets contain all required information and any additional data which may enhance or improve the customer support experience.
Provide ticket handling in accordance with all organizational standards (escalations, transfers, etc.).
Provides a single point of ownership for escalated incidents and requests.
Ensures incidents and requests are progressing towards resolution according to SLA.
Communicates with customers throughout the incident resolution or request life-cycle.
Collaborate between departments, groups or external entities as required to bring about the incident resolution or request fulfillment as efficiently and effectively as possible.
Possess the ability to independently discover and learn new technologies, the health care IT industry and any other knowledge or skill that improves the customer support experience.
Collaborate between departments, groups or external entities as required to gain knowledge.
Position Requirements:
Bachelor's degree preferred.
At least 1 year of customer service or related experience.
Can do attitude.
Ability to clearly communicate technical concepts to non-technical people.
Ability to recognize, analyze, and effectively solve problems in a timely and organized manner using industry best practices and procedures.
Ability to multi-task in a fast-paced environment.
Exceptional oral and written communication skills.
Customer service orientated.
Adaptable.
Attention to detail.
Stress tolerant.
Well-developed time management skills.
CereCore was formed in 2001 as a shared service business within a large hospital operator. We focus solely on helping healthcare organizations align business and IT strategies to improve processes and patient care.

Connect with us on LinkedIn, Twitter, and Facebook.

#DICETech",3.5,"CereCore
3.5","Asheville, NC","Nashville, TN",201 to 500 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
659,Financial Analyst,-1,"Financial Analyst
Location


Charlotte, NC

Job Code

4412

Apply Now

Who We Are:


Cardinal Financial is a nationwide direct mortgage lender whose mission is to prove that homeownership is possible for everyone. By bringing an open-minded approach to an often closed-minded industry, we're able to embrace every unique financial situation differently in order to craft the best possible loans for our borrowers. We pride ourselves on providing excellent service backed by our groundbreaking technology, and these two components of our process come together to complete a simple, personalized mortgage experience. But it all starts with our people.

We believe that no matter where you fit in our organization—Sales, Human Resources, Information Technology, or even re-stocking the break rooms with endless coffee supplies—everyone can influence the experience that we provide to our customers and our partners. We tell our customers and our partners that anything can be reimagined. So why not your career? Looking to join a company that values its people, innovates and expands on its proprietary technology, and is growing at a ridiculous rate?! Apply below!

Who We Need:


We are currently looking for an energetic, hardworking, and knowledgeable team member for the position of Financial Analyst. Within this role, you will be an integral part of the financial planning team in providing financial analysis and performing monthly financial forecasting & planning activities. You will work with your team in a very dynamic environment to conduct detailed financial analysis and produce accurate and meaningful reports. Currently Cardinal Financial is pursuing aggressive growth in the Retail Division. This role will be instrumental in supporting the financial analysis related to growth initiatives and will have a high degree of interaction with Executive Management.

What You Will Do:
Assist in Company forecasting and maintenance of the financial model
Update financial models to ensure accuracy
Create Management reporting for daily and monthly key performance indicators
Prepare monthly financial and operational forecasts including variance analyses
Interpret financial performance results and translate them into operational improvements.
Proactively identify and take a leadership role in driving productivity and profit improvement opportunities for the company.
Ad hoc reporting and analysis
While this position does not have specific general ledger responsibilities, it does have a responsibility to monitor financial results and estimates during closing and identify issues and to assist corporate accounting team resources.
Other duties as assigned.
What You Need:


BS/BA in Accounting or Finance required with an MBA or CPA preferred
3-5 years experience with financial planning and forecasting required
Advanced proficiency in Excel is required - a short assessment will be given in the interview process
Experience with complex financial models
Proactive problem solver, expected to present problems and recommendations simultaneously
Excellent written and oral communication skills, including the ability to communicate the results and implications of the analytic efforts
Ability to work comfortably with incomplete information and deal with ambiguity in a fast-paced environment
Ability to thoroughly question the information provided by others in a non-adversarial manner.
Detail oriented with insight to determine applicability of big picture analysis
What We Offer:


Strength, Stability, and Vision.
An empowered culture where your ideas are important and your voice matters.
Opportunity for career growth.
Competitive compensation package.
Benefits that become effective the first day of the month following your start date including - Medical, Dental, Vision, Life and much more…
401K w/ 50% match up to a maximum employee contribution of 5%- Effective the 1st of the month following 30-days of employment.",4.1,"Cardinal Financial (NC)
4.1","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,1987,Company - Private,Lending,Finance,Unknown / Non-Applicable,"Quicken Loans, loanDepot, Movement Mortgage"
660,System Analyst,-1,"Hi,

Please find the below JD for System Analyst with Mainframes/Pega Experienceand let me know if you would be interested in this role.

Title: System Analyst

Location: Raleigh NC

Terms: Contract

Job Details:
Analyze the Mainframe and PEGA systems databases /files
Map the fields to the target system
Prepare the User Stories with a Fields mapping document
Help Developers and Testers regarding Field mapping and Validation.
Mandatory Required Skills:
System Analyst with IT background in Mainframe/PEGA
Preferred / Desired Skills:
System Analyst
Thanks & Regards,

Anil Kumar Andraju

Lightning Minds Inc.

Office: 919-374-5133 Ext 113

Email:

150 cornerstone dr. Suite 203 Cary NC 27519

Web :

- provided by Dice",3.0,"Lightning Minds Inc.
3.0","Raleigh, NC","Cary, NC",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1
661,Search Analyst,-1,"Title: Search Analyst

Location: Mooresville, NC

Duration: 6+ Months ( Contract Position )

Rate: $Open ( MARKET)

Requirements

Skills and Requirements:

. Strong data analyst/web analytics background; specific experience with a Search tools such as Solr, Endeca, ElasticSearch, etc.

Benefits

Note: If interested please send your updated resume sagar.chand@two95intl.com and include your rate requirement along with your contact details with a suitable time when we can reach you. If you know of anyone in your sphere of contacts, who would be a perfect match for this job then, we would appreciate if you can forward this posting to them with a copy to us.

We look forward to hearing from you at the earliest!",4.0,"Two95 International Inc.
4.0","Mooresville, NC","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
662,Intelligence Analyst (35F),-1,"Overview

The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence. They are integral to providing Army personnel with information about enemy forces and potential battle areas.
Job Duties
Prepare all-source intelligence products to support the combat commander
Assess the significance and reliability of incoming information with current intelligence
Establish and maintain systematic, cross-reference intelligence records and files
Requirements
Those who want to serve must first take the Armed Services Vocational Aptitude Battery, a series of tests that helps you better understand your strengths and identify which Army jobs are best for you.
Training
Job training for an intelligence analyst requires 10 weeks of Basic Combat Training and 16 weeks of Advanced Individual Training with on-the-job instruction. Part of this time is spent in the classroom and in the field.

Some of the skills you’ll learn are:
Critical thinking
Preparing maps, charts and intelligence reports
Military symbology
Using computer systems
Helpful Skills
Interest in reading maps and charts
Gathering information and studying its meaning
Ability to think, speak and write clearly
Required ASVAB Score(s)Skilled Technical (ST): 101
Compensation
Total compensation includes housing, medical, food, special pay, and vacation time.

Earn Cash For In Demand Jobs
You could earn up to $40,000 in cash bonuses just for enlisting under certain Military Occupational Specialties.
Education Benefits
In the Army, qualified students can earn full-tuition, merit-based scholarships, allowances for books and fees, plus an annual stipend for living expenses.

Future Civilian Careers
The skills you learn will help prepare you for a career in research, business planning and even government agencies such as the Central Intelligence Agency.
PARTNERSHIP FOR YOUTH SUCCESS (PaYS) Program
Those interested in this job may be eligible for civilian employment, after the Army, by enrolling in the Army PaYS program. The PaYS program is a recruitment option that guarantees a job interview with military friendly employers that are looking for experienced and trained Veterans to join their organization. Find out more about the Army PaYS Program at http://www.armypays.com.
AAI CORPORATION
CONCURRENT TECHNOLOGIES
GENERAL DYNAMICS LAND SYSTEMS
LOCKHEED MARTIN
URS
Job Types: Full-time, Part-time

Salary: $1,600.00 to $2,300.00 /month

Education:
High school or equivalent (Required)
Application Question:
Any health related issues that could keep you from passing a standard sports physical? Y/N (Not all medical conditions are disqualifying, if unsure say yes and we will discuss it prior to the interview)
History of ADD/ADHD or Asthma past the age of 14? Y/N
Any tattoos below the wrist (on hands) or above the collarbone (face or neck)? Y/N
Would you be available for an interview this week? Y/N
If available, what day and time would work best for you?
Once your application is received, expect a phone call within 24 hours to setup an interview time.

Additional Compensation:
Bonuses
Work Location:
Multiple locations
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Signing bonus
Paid time off
Parental leave
Relocation assistance
Professional development assistance
Tuition reimbursement
Hours per week:
30-39
Typical start time:
9AM
Typical end time:
5PM
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative",4.0,"United States Army and Army Reserve
4.0","North Asheboro, NC","Fort Bragg, NC",5001 to 10000 employees,1908,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
663,Financial Analyst,-1,"Job Description
Company Description

Infotree’s approach to every employee and customer is based around making a positive impact. We focus on over-servicing, continuous improvement and a high-quality culture. We’re passionate about making successful matches for our employees and customers across the globe. Infotree prides itself in our proven track record and innovative culture with 100% focus on the employees and customers

Job Description

Core objective of the role is to provide financial analysis and monitoring for cost center budget and spend within the US Crop business. This individual will carry out various assigned projects as directed.
Strong proficiency with MS Excel, journal entries, forecasting, actuals, etc.,)

Financial Analyst job description

• Bachelors degree
• 5 year’s experience in financial reporting or analysis
• High level proficiency in SAP, Excel PowerPoint and Word
• Strong communication, business acumen, analytical thinking and financial skills
• Motivated, positive, self-starter who works very efficiently and independently with minimal direction or guidance on routine matters
• Detailed oriented and pushes organization to find root cause of issues to recommend solutions to improve business performance
• Principal responsibilities include:
o Monthly reporting, forecasting and analysis for sales, general and administrative costs
o Owns, creates and distributes monthly cost center reports
o Manages correct allocation and reporting of costs to the appropriate cost centers
o Project work including automation of cost center reports

Qualifications

Local Candidates

financial analysis and monitoring for cost center budget and spend

Additional Information

All your information will be kept confidential according to EEO guidelines.",3.4,"Infotree Service Inc
3.4","Durham, NC","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1
664,Financial Business Analyst,-1,"Req ID: 87225

At NTT DATA Services, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence and our ability to help our clients stay a step ahead of the competition. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA Services and for the people who work here.

NTT DATA Services currently seeks a Financial Business Analyst to join our team in Raleigh, North Carolina (US-NC), United States (US).

Position Summary

The Business Analyst uses business and technology knowledge to serve as a liaison between business initiatives and IT in order to determine the correct course of action to achieve desired results. This person collaborates with business and technical resources to determine business information and application needs and assists clients in the analysis of a proposed idea and performs the review, determines the system’s potential, conducts documentation, testing (as needed) and follow through.

Responsibilities:

* Analysis and Solution Definition

* Documents client organization's direction, structure, business processes and requirements.
Liaison between the business and development teams throughout the project.
Analyzes business requirements to understand the business needs and to determine how the application can best function to fulfill those needs.
Identifies cross-impact to other systems.
Proposes solutions to problems and considers timeliness, effectiveness, and practicality in addressing client needs.

Project Execution:
Understands project plans and is able to clearly articulate roles, project goals, and timelines.
Adheres to and facilitates project standards.
Creates, consolidates and presents documents relating to use cases, functional requirements, data mapping, privilege provisioning, and authorization models, maintaining them throughout the project, including traceability back to requirements.
Ensures with the quality management team that requirements documentation can be easily translated into test plans and that testing plans have been completed.
May execute test plans or follow-on testing.
Assembles and documents all test results.
Provides a business or process perspective during design reviews.
Accurately employs methodology and documentation tools.
Establishes responsible deadlines and personal work plans and manages time effectively.
Participates in change control process throughout the project.
Contributes to continuous improvement and proactively supports knowledge sharing within the team and across Technology.
Proactively carries out project support /administrative functions.

Communication & Teamwork:
Accurately prepares written business correspondence that is coherent, grammatically correct, effective and professional.
Establishes harmonious working relationships with team members; appreciates each team member's contributions and values each individual member.
Values internal and external clients and responds to their needs as they arise.
Establishes effective working relationships with clients; uses good judgment in what and how to communicate with clients.

Basic Qualifications:
Bachelor’s degree in business or related field
3+ years of experience as a business analyst

* 3+ years of Financial Services Institutional experience

* Recent experience working with Microsoft Office Suite, MS Project, Sharepoint, and Visio

* Ability to travel according to client demands (50% travel possibly)

Preferences:

*Consulting experience highly preferred

Education:

*Bachelor’s degree in a business or related field is required

*PMP/CAPM Certification is preferred but not required

This position is only available to those interested in direct staff employment opportunities with NTT DATA, Inc. or its subsidiaries. Please note, 1099 or corp-2-corp contractors or the equivalent will NOT be considered. We offer a full comprehensive benefits package that starts from your first day of employment.

About NTT DATA Services

NTT DATA Services partners with clients to navigate and simplify the modern complexities of business and technology, delivering the insights, solutions and outcomes that matter most. We deliver tangible business results by combining deep industry expertise with applied innovations in digital, cloud and automation across a comprehensive portfolio of consulting, applications, infrastructure and business process services.

NTT DATA Services, headquartered in Plano, Texas, is a division of NTT DATA Corporation, a top 10 global business and IT services provider with 118,000+ professionals in more than 50 countries, and NTT Group, a partner to 88 percent of the Fortune 100. Visit nttdataservices.com to learn more.

NTT DATA, Inc. (the “Company”) is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, gender identity, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.

#INDCNSINS",3.4,"NTT DATA
3.4","Raleigh, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte"
665,Actuarial Analyst,-1,"POSITION TITLE

Actuarial Analyst

LOCATION

Raleigh, NC

YOUR ROLE

This position reports to the Senior Director of Modeling and Actuarial Services for US Mortgage Insurance and is responsible for providing support to the reserve valuation process. This position will work cross-functionally to help the company determine and understand the US Mortgage Insurance reserve balances. Data analysis is a key part of this role as we strive to understand and explain trends in borrower behavior and the foreclosure process. Additionally, exercising accepted actuarial standards and methodologies is imperative.

YOUR RESPONSIBILITIES
Support the actuarial function in valuing reserves for the US mortgage insurance product lines
Apply traditional actuarial reserving techniques to assess reserves
Conduct quarterly loss reserve updates and review results with management
Monitor actuarial model performance and update models regularly
Work with the modeling team to utilize machine learning in the model build process
Produce internal and external communications to inform the business about trends in delinquent loans and claims that will support reserve changes
Create and review documentation procedures and policy documents that ensure transparent and cohesive reserving process
Incorporate and share best practices regarding reserving models, techniques, and research with other functions within Genworth
Respond to questions from senior leadership, auditors, consultants, and other interested parties in regard to reserves
YOUR QUALIFICATIONS
Bachelors degree in actuarial science, statistics, or a related field
2+ years in actuarial, finance, or risk functions
3+ actuarial exams; commitment to learning casualty actuarial principles by actively pursuing CAS actuarial exams and making regular progress in completing them; USMI will provide support for those pursuing actuarial certifications
Proficient ability to analyze data and develop recommendations
Attention to detail in a fast-paced environment; the ability to manage multiple priorities
Excellent oral and written communication skills
Highly collaborative both within the team and with other departments
Critical thinking and problem-solving skills
Computer proficiency in Microsoft Office (Excel, Word, and Power Point)
ADDITIONAL QUALIFICATIONS
Experience and interest in property and casualty loss reserving process
Experience with actuarial science, statistics, predictive modeling, and machine learning techniques
Computer programming knowledge (such as SAS, VBA, or other programming language)
Experience with data visualization tools such as Tableau or Power BI
Ability to work independently and without close supervision on multiple projects simultaneously, anticipate necessary effort and difficulty and adhere to mutually-agreed upon schedules
WHY WORK AT GENWORTH
We have a real impact on the lives of the people we serve
We work on challenging and rewarding projects
We give back to the communities where we live
We offer competitive benefits including:
Medical, Dental, Vision, Flexible Spending Account options beginning your first day
20 days of Choice Time Off your first full year
11 Paid Holidays
40 hours of volunteer time off
401K Account with matching contributions
Tuition Reimbursement and Student Loan Repayment
Paid Family Leave
Child Care Subsidy Program
COMPANY

Genworth Financial, Inc. is a leading insurance holding company committed to helping families achieve the dream of home ownership and address the financial challenges of aging through its leadership positions in mortgage insurance and long-term care insurance. Headquartered in Richmond, Virginia, Genworth traces its roots back to 1871.

Genworth Mortgage Insurance, headquartered in Raleigh, North Carolina, is a global mortgage insurer with a major presence in the United States, Canada, and Australia. With origins dating back to 1980, Genworth Mortgage Insurance provides primary mortgage guaranty insurance coverage on residential mortgage loans, as well as mortgage pool insurance policies that enhance insurance coverage for various types of mortgage-related securities. Our mortgage insurance can help individuals secure low down payment loans and realize the dream of home ownership faster even for the first time.

We know we cant deliver on our mission unless we deliver for our employees. Thats why were committed to creating a work environment that fosters inclusion, excellence, improvement and connection. We know each employee contributes in their own unique way and were dedicated to supporting every one of them to help them reach their full potential.",3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential"
